170.565, 2.01613
171.371, 5.64516
170.161, 10.4839
167.339, 13.3064
165.323, 17.3387
162.903, 21.7742
162.5, 26.2097
162.097, 29.4355
163.71, 33.0645
164.919, 36.6936
166.936, 40.7258
170.565, 43.5484
172.984, 46.371
174.194, 49.1936
176.21, 52.4194
179.839, 54.4355
181.452, 57.2581
179.839, 61.2903
177.823, 64.5161
176.613, 67.7419
178.226, 72.5806
180.242, 77.4194
182.258, 79.4355
183.468, 82.2581
184.274, 84.2742
186.694, 87.0968
189.113, 89.1129
189.919, 90.3226
190.323, 92.3387
189.516, 95.5645
189.516, 97.1774
189.516, 99.1936
190.323, 101.613
191.532, 105.645
193.548, 108.468
193.548, 110.484
192.742, 112.903
191.532, 115.323
190.323, 117.742
189.516, 119.758
185.081, 120.161
181.855, 118.952
181.855, 116.532
181.855, 113.71
181.048, 110.081
179.839, 107.661
179.032, 104.839
177.016, 103.226
172.581, 101.21
168.952, 101.21
165.323, 100.403
163.71, 98.3871
161.694, 96.7742
158.065, 93.5484
157.661, 91.9355
155.242, 88.7097
155.645, 84.6774
155.242, 80.2419
150.806, 77.4194
147.177, 75.4032
144.355, 74.5968
142.339, 77.0161
144.355, 82.2581
145.968, 85.0806
145.565, 89.5161
144.355, 92.3387
141.532, 95.9677
137.903, 97.5806
136.29, 96.7742
134.677, 97.1774
133.871, 100.806
129.436, 102.823
120.968, 104.032
118.145, 104.032
115.323, 105.645
112.903, 108.468
108.871, 108.871
103.226, 109.677
99.194, 109.677
94.7581, 108.871
88.3065, 109.274
83.871, 109.677
77.4194, 109.677
73.7904, 110.484
64.1129, 110.887
58.871, 110.887
50.8065, 111.694
45.9678, 112.097
39.5162, 112.5
35.4839, 113.306
31.8549, 114.113
27.0162, 115.726
21.371, 116.532
16.1291, 118.145
14.9194, 114.919
8.46777, 117.339
7.66127, 110.484
7.25807, 106.452
6.45161, 102.016
4.03226, 95.9677
2.01613, 90.7258
0.80645, 83.4677
0.0, 74.5968
1.20968, 69.3548
2.01613, 66.9355
2.82258, 62.5
4.43549, 59.2742
5.64516, 55.6452
5.64516, 48.7903
8.87097, 47.1774
12.9033, 44.7581
16.9355, 39.9194
21.371, 39.1129
27.0162, 35.8871
29.8387, 35.8871
32.6613, 33.871
36.6936, 32.2581
39.9194, 29.4355
43.1452, 28.629
50.4033, 28.2258
53.6291, 27.8226
56.4516, 25.8064
59.6775, 24.1936
63.3065, 18.5484
67.742, 12.9032
70.1613, 11.2903
72.5807, 12.5
74.5968, 15.7258
76.6129, 16.9355
80.242, 16.129
83.0646, 12.9032
85.8871, 9.27419
89.1129, 6.45161
92.3387, 4.03226
95.1613, 2.41936
97.581, 2.41936
100.0, 2.41936
100.403, 7.25806
100.806, 10.8871
101.613, 12.0968
104.032, 14.1129
106.855, 14.9194
110.484, 14.9194
113.306, 13.7097
116.129, 12.9032
119.355, 12.5
122.177, 11.2903
125.806, 10.8871
126.613, 14.1129
126.613, 17.3387
129.436, 17.3387
133.871, 16.9355
137.5, 16.129
141.129, 16.129
143.548, 13.3064
147.177, 15.3226
148.387, 17.7419
150.806, 18.5484
152.419, 18.1452
153.629, 15.3226
153.629, 12.0968
153.629, 9.27419
156.452, 6.45161
159.274, 4.03226
162.097, 2.01613
164.919, 0.0
167.339, 0.0
170.565, 2.01613